Uthmani,Simple
رَبِّنَآ,ربنا
لَمَفْعُولًا,لمفعولا
وَيَخِرُّونَ,ويخرون
وَيَزِيدُهُمْ,ويزيدهم
خُشُوعًا,خشوعا
ٱلرَّحْمَٰنَ,الرحمن
أَيًّا,أيا
تَدْعُوا۟,تدعوا
فَلَهُ,فله
تَجْهَرْ,تجهر
بِصَلَاتِكَ,بصلاتك
تُخَافِتْ,تخافت
وَٱبْتَغِ,وابتغ
يَتَّخِذْ,يتخذ
شَرِيكٌ,شريك
وَكَبِّرْهُ,وكبره
تَكْبِيرًۢا,تكبيرا
عَبْدِهِ,عبده
عِوَجَا,عوجا
قَيِّمًا,قيما
لِّيُنذِرَ,لينذر
وَيُبَشِّرَ,ويبشر
مَّٰكِثِينَ,ماكثين
وَيُنذِرَ,وينذر
لِءَابَآئِهِمْ,لآبائهم
كَبُرَتْ,كبرت
تَخْرُجُ,تخرج
بَٰخِعٌ,باخع
نَّفْسَكَ,نفسك
ءَاثَٰرِهِمْ,آثارهم
ٱلْحَدِيثِ,الحديث
أَسَفًا,أسفا
لِنَبْلُوَهُمْ,لنبلوهم
لَجَٰعِلُونَ,لجاعلون
جُرُزًا,جرزا
حَسِبْتَ,حسبت
ٱلْكَهْفِ,الكهف
وَٱلرَّقِيمِ,والرقيم
أَوَى,أوى
ٱلْفِتْيَةُ,الفتية
وَهَيِّئْ,وهيئ
رَشَدًا,رشدا
فَضَرَبْنَا,فضربنا
عَدَدًا,عددا
بَعَثْنَٰهُمْ,بعثناهم
ٱلْحِزْبَيْنِ,الحزبين
أَحْصَىٰ,أحصى
لَبِثُوٓا۟,لبثوا
أَمَدًا,أمدا
نَبَأَهُم,نبأهم
فِتْيَةٌ,فتية
وَزِدْنَٰهُمْ,وزدناهم
وَرَبَطْنَا,وربطنا
نَّدْعُوَا۟,ندعو
قُلْنَآ,قلنا
شَطَطًا,شططا
قَوْمُنَا,قومنا
بِسُلْطَٰنٍۭ,بسلطان
بَيِّنٍ,بين
ٱعْتَزَلْتُمُوهُمْ,اعتزلتموهم
فَأْوُۥٓا۟,فأووا
يَنشُرْ,ينشر
رَّحْمَتِهِۦ,رحمته
وَيُهَيِّئْ,ويهيئ
أَمْرِكُم,أمركم
مِّرْفَقًا,مرفقا
طَلَعَت,طلعت
تَّزَٰوَرُ,تزاور
كَهْفِهِمْ,كهفهم
غَرَبَت,غربت
تَّقْرِضُهُمْ,تقرضهم
ٱلشِّمَالِ,الشمال
فَجْوَةٍ,فجوة
مُّرْشِدًا,مرشدا
وَتَحْسَبُهُمْ,وتحسبهم
أَيْقَاظًا,أيقاظا
رُقُودٌ,رقود
وَنُقَلِّبُهُمْ,ونقلبهم
وَذَاتَ,وذات
وَكَلْبُهُم,وكلبهم
بَٰسِطٌ,باسط
ذِرَاعَيْهِ,ذراعيه
بِٱلْوَصِيدِ,بالوصيد
ٱطَّلَعْتَ,اطلعت
لَوَلَّيْتَ,لوليت
فِرَارًا,فرارا
وَلَمُلِئْتَ,ولملئت
رُعْبًا,رعبا
لِيَتَسَآءَلُوا۟,ليتساءلوا
لَبِثْتُمْ,لبثتم
لَبِثْنَا,لبثنا
فَٱبْعَثُوٓا۟,فابعثوا
أَحَدَكُم,أحدكم
بِوَرِقِكُمْ,بورقكم
فَلْيَنظُرْ,فلينظر
أَيُّهَآ,أيها
طَعَامًا,طعاما
فَلْيَأْتِكُم,فليأتكم
بِرِزْقٍ,برزق
وَلْيَتَلَطَّفْ,وليتلطف
يُشْعِرَنَّ,يشعرن
يَرْجُمُوكُمْ,يرجموكم
يُعِيدُوكُمْ,يعيدوكم
مِلَّتِهِمْ,ملتهم
تُفْلِحُوٓا۟,تفلحوا
أَعْثَرْنَا,أعثرنا
لِيَعْلَمُوٓا۟,ليعلموا
يَتَنَٰزَعُونَ,يتنازعون
ٱبْنُوا۟,ابنوا
بُنْيَٰنًا,بنيانا
رَّبُّهُمْ,ربهم
غَلَبُوا۟,غلبوا
أَمْرِهِمْ,أمرهم
لَنَتَّخِذَنَّ,لنتخذن
مَّسْجِدًا,مسجدا
سَيَقُولُونَ,سيقولون
رَّابِعُهُمْ,رابعهم
كَلْبُهُمْ,كلبهم
خَمْسَةٌ,خمسة
سَادِسُهُمْ,سادسهم
رَجْمًۢا,رجما
سَبْعَةٌ,سبعة
وَثَامِنُهُمْ,وثامنهم
رَّبِّىٓ,ربي
بِعِدَّتِهِم,بعدتهم
تُمَارِ,تمار
مِرَآءً,مراء
ظَٰهِرًا,ظاهرا
تَسْتَفْتِ,تستفت
فِيهِم,فيهم
تَقُولَنَّ,تقولن
لِشَا۟ىْءٍ,لشيء
فَاعِلٌ,فاعل
نَسِيتَ,نسيت
يَهْدِيَنِ,يهدين
لِأَقْرَبَ,لأقرب
وَلَبِثُوا۟,ولبثوا
ثَلَٰثَ,ثلاث
مِا۟ئَةٍ,مائة
وَٱزْدَادُوا۟,وازدادوا
تِسْعًا,تسعا
لَبِثُوا۟,لبثوا
أَبْصِرْ,أبصر
وَأَسْمِعْ,وأسمع
يُشْرِكُ,يشرك
حُكْمِهِۦٓ,حكمه
كِتَابِ,كتاب
مُلْتَحَدًا,ملتحدا
تَعْدُ,تعد
عَيْنَاكَ,عيناك
تُرِيدُ,تريد
أَغْفَلْنَا,أغفلنا
قَلْبَهُۥ,قلبه
ذِكْرِنَا,ذكرنا
أَمْرُهُۥ,أمره
فُرُطًا,فرطا
فَلْيُؤْمِن,فليؤمن
فَلْيَكْفُرْ,فليكفر
سُرَادِقُهَا,سرادقها
يَسْتَغِيثُوا۟,يستغيثوا
يُغَاثُوا۟,يغاثوا
كَٱلْمُهْلِ,كالمهل
يَشْوِى,يشوي
ٱلْوُجُوهَ,الوجوه
ٱلشَّرَابُ,الشراب
مُرْتَفَقًا,مرتفقا
يُحَلَّوْنَ,يحلون
أَسَاوِرَ,أساور
ذَهَبٍ,ذهب
وَيَلْبَسُونَ,ويلبسون
ثِيَابًا,ثيابا
خُضْرًا,خضرا
سُندُسٍ,سندس
وَإِسْتَبْرَقٍ,وإستبرق
مُّتَّكِـِٔينَ,متكئين
ٱلْأَرَآئِكِ,الأرائك
ٱلثَّوَابُ,الثواب
وَحَسُنَتْ,وحسنت
وَٱضْرِبْ,واضرب
مَّثَلًا,مثلا
لِأَحَدِهِمَا,لأحدهما
جَنَّتَيْنِ,جنتين
وَحَفَفْنَٰهُمَا,وحففناهما
بِنَخْلٍ,بنخل
زَرْعًا,زرعا
كِلْتَا,كلتا
ٱلْجَنَّتَيْنِ,الجنتين
ءَاتَتْ,آتت
تَظْلِم,تظلم
وَفَجَّرْنَا,وفجرنا
خِلَٰلَهُمَا,خلالهما
نَهَرًا,نهرا
ثَمَرٌ,ثمر
يُحَاوِرُهُۥٓ,يحاوره
مِنكَ,منك
وَأَعَزُّ,وأعز
نَفَرًا,نفرا
جَنَّتَهُۥ,جنته
ظَالِمٌ,ظالم
لِّنَفْسِهِۦ,لنفسه
أَظُنُّ,أظن
تَبِيدَ,تبيد
قَآئِمَةً,قائمة
رُّدِدتُّ,رددت
لَأَجِدَنَّ,لأجدن
مُنقَلَبًا,منقلبا
صَاحِبُهُۥ,صاحبه
أَكَفَرْتَ,أكفرت
خَلَقَكَ,خلقك
سَوَّىٰكَ,سواك
لَّٰكِنَّا۠,لكنا
أُشْرِكُ,أشرك
بِرَبِّىٓ,بربي
دَخَلْتَ,دخلت
جَنَّتَكَ,جنتك
قُوَّةَ,قوة
تَرَنِ,ترن
أَقَلَّ,أقل
وَوَلَدًا,وولدا
فَعَسَىٰ,فعسى
يُؤْتِيَنِ,يؤتين
جَنَّتِكَ,جنتك
وَيُرْسِلَ,ويرسل
فَتُصْبِحَ,فتصبح
زَلَقًا,زلقا
يُصْبِحَ,يصبح
مَآؤُهَا,ماؤها
غَوْرًا,غورا
تَسْتَطِيعَ,تستطيع
طَلَبًا,طلبا
وَأُحِيطَ,وأحيط
بِثَمَرِهِۦ,بثمره
يُقَلِّبُ,يقلب
أَنفَقَ,أنفق
أُشْرِكْ,أشرك
يَنصُرُونَهُۥ,ينصرونه
مُنتَصِرًا,منتصرا
ٱلْوَلَٰيَةُ,الولاية
وَخَيْرٌ,وخير
عُقْبًا,عقبا
مَّثَلَ,مثل
هَشِيمًا,هشيما
تَذْرُوهُ,تذروه
ٱلرِّيَٰحُ,الرياح
مُّقْتَدِرًا,مقتدرا
ٱلْمَالُ,المال
وَٱلْبَنُونَ,والبنون
زِينَةُ,زينة
وَٱلْبَٰقِيَٰتُ,والباقيات
ٱلصَّٰلِحَٰتُ,الصالحات
أَمَلًا,أملا
نُسَيِّرُ,نسير
بَارِزَةً,بارزة
وَحَشَرْنَٰهُمْ,وحشرناهم
نُغَادِرْ,نغادر
وَعُرِضُوا۟,وعرضوا
صَفًّا,صفا
مَرَّةٍۭ,مرة
أَلَّن,ألن
نَّجْعَلَ,نجعل
مَّوْعِدًا,موعدا
وَوُضِعَ,ووضع
مُشْفِقِينَ,مشفقين
يَٰوَيْلَتَنَا,يا ويلتنا
مَالِ,مال
يُغَادِرُ,يغادر
أَحْصَىٰهَا,أحصاها
وَوَجَدُوا۟,ووجدوا
حَاضِرًا,حاضرا
فَفَسَقَ,ففسق
أَفَتَتَّخِذُونَهُۥ,أفتتخذونه
وَذُرِّيَّتَهُۥٓ,وذريته
عَدُوٌّۢ,عدو
بَدَلًا,بدلا
أَشْهَدتُّهُمْ,أشهدتهم
مُتَّخِذَ,متخذ
ٱلْمُضِلِّينَ,المضلين
عَضُدًا,عضدا
نَادُوا۟,نادوا
فَدَعَوْهُمْ,فدعوهم
مَّوْبِقًا,موبقا
وَرَءَا,ورأى
فَظَنُّوٓا۟,فظنوا
مُّوَاقِعُوهَا,مواقعوها
مَصْرِفًا,مصرفا
جَدَلًا,جدلا
وَيَسْتَغْفِرُوا۟,ويستغفروا
وَيُجَٰدِلُ,ويجادل
لِيُدْحِضُوا۟,ليدحضوا
وَٱتَّخَذُوٓا۟,واتخذوا
أُنذِرُوا۟,أنذروا
ذُكِّرَ,ذكر
فَأَعْرَضَ,فأعرض
وَنَسِىَ,ونسي
تَدْعُهُمْ,تدعهم
يَهْتَدُوٓا۟,يهتدوا
يُؤَاخِذُهُم,يؤاخذهم
لَعَجَّلَ,لعجل
مَّوْعِدٌ,موعد
مَوْئِلًا,موئلا
أَهْلَكْنَٰهُمْ,أهلكناهم
لِمَهْلِكِهِم,لمهلكهم
لِفَتَىٰهُ,لفتاه
أَبْرَحُ,أبرح
أَبْلُغَ,أبلغ
مَجْمَعَ,مجمع
ٱلْبَحْرَيْنِ,البحرين
أَمْضِىَ,أمضي
حُقُبًا,حقبا
بَلَغَا,بلغا
نَسِيَا,نسيا
حُوتَهُمَا,حوتهما
فَٱتَّخَذَ,فاتخذ
سَبِيلَهُۥ,سبيله
سَرَبًا,سربا
جَاوَزَا,جاوزا
غَدَآءَنَا,غداءنا
لَقِينَا,لقينا
سَفَرِنَا,سفرنا
نَصَبًا,نصبا
أَرَءَيْتَ,أرأيت
أَوَيْنَآ,أوينا
ٱلصَّخْرَةِ,الصخرة
نَسِيتُ,نسيت
ٱلْحُوتَ,الحوت
أَنسَىٰنِيهُ,أنسانيه
أَذْكُرَهُۥ,أذكره
نَبْغِ,نبغ
فَٱرْتَدَّا,فارتدا
ءَاثَارِهِمَا,آثارهما
قَصَصًا,قصصا
فَوَجَدَا,فوجدا
عِبَادِنَآ,عبادنا
وَعَلَّمْنَٰهُ,وعلمناه
لَّدُنَّا,لدنا
أَتَّبِعُكَ,أتبعك
تُعَلِّمَنِ,تعلمن
عُلِّمْتَ,علمت
تَصْبِرُ,تصبر
تُحِطْ,تحط
خُبْرًا,خبرا
سَتَجِدُنِىٓ,ستجدني
صَابِرًا,صابرا
أَعْصِى,أعصي
ٱتَّبَعْتَنِى,اتبعتني
تَسْـَٔلْنِى,تسألني
أُحْدِثَ,أحدث
فَٱنطَلَقَا,فانطلقا
رَكِبَا,ركبا
ٱلسَّفِينَةِ,السفينة
خَرَقَهَا,خرقها
أَخَرَقْتَهَا,أخرقتها
لِتُغْرِقَ,لتغرق
إِمْرًا,إمرا
أَقُلْ,أقل
تُؤَاخِذْنِى,تؤاخذني
تُرْهِقْنِى,ترهقني
أَمْرِى,أمري
عُسْرًا,عسرا
لَقِيَا,لقيا
غُلَٰمًا,غلاما
أَقَتَلْتَ,أقتلت
زَكِيَّةًۢ,زكية
نُّكْرًا,نكرا
سَأَلْتُكَ,سألتك
شَىْءٍۭ,شيء
بَعْدَهَا,بعدها
تُصَٰحِبْنِى,تصاحبني
بَلَغْتَ,بلغت
لَّدُنِّى,لدني
عُذْرًا,عذرا
أَتَيَآ,أتيا
ٱسْتَطْعَمَآ,استطعما
فَأَبَوْا۟,فأبوا
يُضَيِّفُوهُمَا,يضيفوهما
جِدَارًا,جدارا
يَنقَضَّ,ينقض
فَأَقَامَهُۥ,فأقامه
لَتَّخَذْتَ,لاتخذت
فِرَاقُ,فراق
وَبَيْنِكَ,وبينك
سَأُنَبِّئُكَ,سأنبئك
تَسْتَطِع,تستطع
عَّلَيْهِ,عليه
ٱلسَّفِينَةُ,السفينة
فَكَانَتْ,فكانت
لِمَسَٰكِينَ,لمساكين
فَأَرَدتُّ,فأردت
أَعِيبَهَا,أعيبها
وَرَآءَهُم,وراءهم
مَّلِكٌ,ملك
يَأْخُذُ,يأخذ
سَفِينَةٍ,سفينة
غَصْبًا,غصبا
ٱلْغُلَٰمُ,الغلام
مُؤْمِنَيْنِ,مؤمنين
فَخَشِينَآ,فخشينا
يُرْهِقَهُمَا,يرهقهما
فَأَرَدْنَآ,فأردنا
يُبْدِلَهُمَا,يبدلهما
رَبُّهُمَا,ربهما
زَكَوٰةً,زكاة
وَأَقْرَبَ,وأقرب
رُحْمًا,رحما
ٱلْجِدَارُ,الجدار
لِغُلَٰمَيْنِ,لغلامين
يَتِيمَيْنِ,يتيمين
تَحْتَهُۥ,تحته
أَبُوهُمَا,أبوهما
يَبْلُغَآ,يبلغا
أَشُدَّهُمَا,أشدهما
وَيَسْتَخْرِجَا,ويستخرجا
كَنزَهُمَا,كنزهما
فَعَلْتُهُۥ,فعلته
تَسْطِع,تسطع
ٱلْقَرْنَيْنِ,القرنين
سَأَتْلُوا۟,سأتلو
سَبَبًا,سببا
فَأَتْبَعَ,فأتبع
مَغْرِبَ,مغرب
وَجَدَهَا,وجدها
تَغْرُبُ,تغرب
عَيْنٍ,عين
حَمِئَةٍ,حمئة
وَوَجَدَ,ووجد
يَٰذَا,يا ذا
تُعَذِّبَ,تعذب
تَتَّخِذَ,تتخذ
نُعَذِّبُهُۥ,نعذبه
فَيُعَذِّبُهُۥ,فيعذبه
وَسَنَقُولُ,وسنقول
يُسْرًا,يسرا
أَتْبَعَ,أتبع
مَطْلِعَ,مطلع
تَطْلُعُ,تطلع
نَجْعَل,نجعل
دُونِهَا,دونها
سِتْرًا,سترا
أَحَطْنَا,أحطنا
لَدَيْهِ,لديه
ٱلسَّدَّيْنِ,السدين
دُونِهِمَا,دونهما
يَأْجُوجَ,يأجوج
وَمَأْجُوجَ,ومأجوج
مُفْسِدُونَ,مفسدون
نَجْعَلُ,نجعل
خَرْجًا,خرجا
تَجْعَلَ,تجعل
وَبَيْنَهُمْ,وبينهم
سَدًّا,سدا
مَكَّنِّى,مكني
فَأَعِينُونِى,فأعينوني
أَجْعَلْ,أجعل
رَدْمًا,ردما
ءَاتُونِى,آتوني
زُبَرَ,زبر
ٱلْحَدِيدِ,الحديد
سَاوَىٰ,ساوى
ٱلصَّدَفَيْنِ,الصدفين
ٱنفُخُوا۟,انفخوا
ءَاتُونِىٓ,آتوني
أُفْرِغْ,أفرغ
قِطْرًا,قطرا
ٱسْطَٰعُوٓا۟,اسطاعوا
يَظْهَرُوهُ,يظهروه
نَقْبًا,نقبا
رَحْمَةٌ,رحمة
دَكَّآءَ,دكاء
يَمُوجُ,يموج
وَنُفِخَ,ونفخ
فَجَمَعْنَٰهُمْ,فجمعناهم
جَمْعًا,جمعا
وَعَرَضْنَا,وعرضنا
عَرْضًا,عرضا
أَعْيُنُهُمْ,أعينهم
غِطَآءٍ,غطاء
ذِكْرِى,ذكري
سَمْعًا,سمعا
أَفَحَسِبَ,أفحسب
دُونِىٓ,دوني
نُنَبِّئُكُم,ننبئكم
بِٱلْأَخْسَرِينَ,بالأخسرين
أَعْمَٰلًا,أعمالا
سَعْيُهُمْ,سعيهم
يَحْسَبُونَ,يحسبون
يُحْسِنُونَ,يحسنون
صُنْعًا,صنعا
وَلِقَآئِهِۦ,ولقائه
فَحَبِطَتْ,فحبطت
نُقِيمُ,نقيم
وَزْنًا,وزنا
وَرُسُلِى,ورسلي
ٱلْفِرْدَوْسِ,الفردوس
حِوَلًا,حولا
ٱلْبَحْرُ,البحر
مِدَادًا,مدادا
لِّكَلِمَٰتِ,لكلمات
لَنَفِدَ,لنفد
تَنفَدَ,تنفد
كَلِمَٰتُ,كلمات
مَدَدًا,مددا
يَرْجُوا۟,يرجو
فَلْيَعْمَلْ,فليعمل
بِعِبَادَةِ,بعبادة
أَحَدًۢا,أحدا
كٓهيعٓصٓ,كهيعص
ذِكْرُ,ذكر
رَحْمَتِ,رحمت
عَبْدَهُۥ,عبده
زَكَرِيَّآ,زكريا
نَادَىٰ,نادى
نِدَآءً,نداء
خَفِيًّا,خفيا
وَهَنَ,وهن
ٱلْعَظْمُ,العظم
وَٱشْتَعَلَ,واشتعل
ٱلرَّأْسُ,الرأس
شَيْبًا,شيبا
أَكُنۢ,أكن
بِدُعَآئِكَ,بدعائك
شَقِيًّا,شقيا
خِفْتُ,خفت
ٱلْمَوَٰلِىَ,الموالي
وَرَآءِى,ورائي
وَكَانَتِ,وكانت
ٱمْرَأَتِى,امرأتي
عَاقِرًا,عاقرا
فَهَبْ,فهب
يَرِثُنِى,يرثني
وَيَرِثُ,ويرث
وَٱجْعَلْهُ,واجعله
رَضِيًّا,رضيا
يَٰزَكَرِيَّآ,يا زكريا
يَحْيَىٰ,يحيى
سَمِيًّا,سميا
بَلَغْتُ,بلغت
عِتِيًّا,عتيا
هَيِّنٌ,هين
خَلَقْتُكَ,خلقتك
لَيَالٍ,ليال
سَوِيًّا,سويا
فَخَرَجَ,فخرج
سَبِّحُوا۟,سبحوا
بُكْرَةً,بكرة
وَعَشِيًّا,وعشيا
يَٰيَحْيَىٰ,يا يحيى
ٱلْحُكْمَ,الحكم
صَبِيًّا,صبيا
وَحَنَانًا,وحنانا
وَزَكَوٰةً,وزكاة
تَقِيًّا,تقيا
وَبَرًّۢا,وبرا
بِوَٰلِدَيْهِ,بوالديه
جَبَّارًا,جبارا
عَصِيًّا,عصيا
وَسَلَٰمٌ,وسلام
وُلِدَ,ولد
يُبْعَثُ,يبعث
حَيًّا,حيا
وَٱذْكُرْ,واذكر
ٱنتَبَذَتْ,انتبذت
مَكَانًا,مكانا
شَرْقِيًّا,شرقيا
فَٱتَّخَذَتْ,فاتخذت
فَأَرْسَلْنَآ,فأرسلنا
رُوحَنَا,روحنا
فَتَمَثَّلَ,فتمثل
لِأَهَبَ,لأهب
زَكِيًّا,زكيا
أَكُ,أك
بَغِيًّا,بغيا
رَبُّكِ,ربك
وَلِنَجْعَلَهُۥٓ,ولنجعله
مَّقْضِيًّا,مقضيا
فَحَمَلَتْهُ,فحملته
فَٱنتَبَذَتْ,فانتبذت
قَصِيًّا,قصيا
فَأَجَآءَهَا,فأجاءها
ٱلْمَخَاضُ,المخاض
جِذْعِ,جذع
ٱلنَّخْلَةِ,النخلة
مِتُّ,مت
نَسْيًا,نسيا
مَّنسِيًّا,منسيا
فَنَادَىٰهَا,فناداها
تَحْتِهَآ,تحتها
تَحْزَنِى,تحزني
تَحْتَكِ,تحتك
سَرِيًّا,سريا
وَهُزِّىٓ,وهزي
إِلَيْكِ,إليك
بِجِذْعِ,بجذع
تُسَٰقِطْ,تساقط
عَلَيْكِ,عليك
رُطَبًا,رطبا
جَنِيًّا,جنيا
فَكُلِى,فكلي
وَٱشْرَبِى,واشربي
وَقَرِّى,وقري
تَرَيِنَّ,ترين
ٱلْبَشَرِ,البشر
فَقُولِىٓ,فقولي
لِلرَّحْمَٰنِ,للرحمن
صَوْمًا,صوما
أُكَلِّمَ,أكلم
إِنسِيًّا,إنسيا
فَأَتَتْ,فأتت
قَوْمَهَا,قومها
تَحْمِلُهُۥ,تحمله
جِئْتِ,جئت
فَرِيًّا,فريا
يَٰٓأُخْتَ,يا أخت
أَبُوكِ,أبوك
ٱمْرَأَ,امرأ
سَوْءٍ,سوء
أُمُّكِ,أمك
فَأَشَارَتْ,فأشارت
نُكَلِّمُ,نكلم
عَبْدُ,عبد
ءَاتَىٰنِىَ,آتاني
وَجَعَلَنِى,وجعلني
نَبِيًّا,نبيا
